user id,item id,rating,previous rating,time delta
196,306,4,5,72
196,340,3,4,24
196,1022,4,3,98
196,251,3,4,131
196,1007,4,2,24
196,1241,3,4,41
196,428,4,3,60
196,202,3,4,26
196,8,5,4,25
196,111,4,3,40
196,238,4,5,27
196,382,4,3,1
196,287,3,4,21
196,663,5,3,27
196,762,3,4,1
196,67,5,2,62
196,580,2,5,39
196,411,4,2,34
196,108,4,4,20
196,1118,4,4,18
196,94,3,4,44
196,110,1,3,133
186,322,5,1,69
186,291,4,5,146
186,121,2,3,1
186,100,4,2,41
186,983,3,4,37
186,118,2,5,90
186,406,1,2,30
186,281,4,3,117
186,56,3,3,70
186,939,5,1,69
186,55,4,4,27
186,263,3,4,15
186,250,1,4,8
186,1042,5,5,25
186,226,5,5,1
186,405,3,5,13
186,77,5,5,1
186,159,5,5,29
186,770,2,1,68
186,1213,3,2,63
186,385,4,1,12
186,237,2,4,40
186,934,3,2,34
186,550,4,2,17
186,540,4,4,29
186,294,3,4,85
186,225,4,2,49
186,1033,3,4,64
186,1336,3,2,1
186,95,3,4,76
186,299,3,1,82
186,302,3,4,52
186,887,4,3,19
186,303,3,3,132
186,330,4,3,100
186,880,3,2,170
186,333,3,3,120
186,988,4,4,1
186,98,5,4,84
22,683,1,1,45
22,1000,3,1,26
22,186,5,3,35
22,154,4,5,55
22,201,4,5,26
22,433,3,4,30
22,692,4,3,1
22,168,5,5,37
22,4,5,3,53
22,208,5,1,36
22,792,4,5,40
22,216,4,4,35
22,109,4,4,28
22,21,4,4,40
22,163,1,3,95
22,85,5,4,87
22,167,3,4,34
22,926,1,3,39
22,376,3,4,50
22,377,1,3,4
22,996,1,1,1
22,712,4,1,28
22,791,1,1,41
22,94,3,4,50
22,105,1,1,70
22,780,1,3,30
22,358,5,1,30
22,687,1,5,33
22,948,1,1,77
22,878,1,1,45
22,89,5,1,82
22,403,5,5,45
22,117,4,4,59
22,121,3,5,56
22,231,2,4,58
22,241,3,3,42
22,233,3,4,40
22,227,4,3,1
22,636,3,1,39
22,546,3,3,1
22,226,4,3,38
22,840,4,3,39
22,29,1,5,44
22,250,5,1,23
244,772,4,5,32
244,856,5,4,65
244,721,5,5,29
244,42,5,5,27
244,1045,5,5,49
244,68,5,5,38
244,89,5,5,40
244,226,1,5,54
244,237,5,1,70
244,56,5,5,106
244,3,5,5,11
244,92,4,5,27
244,156,4,4,39
244,7,4,4,41
244,537,5,4,35
244,780,4,4,39
244,241,4,4,50
244,318,5,4,189
244,215,4,5,23
244,101,5,4,46
244,367,1,4,31
244,31,4,1,42
244,77,4,4,28
244,475,4,4,70
244,433,5,4,38
244,179,5,5,150
244,660,4,5,48
244,739,3,4,44
244,157,4,4,42
244,732,1,4,29
244,9,5,1,31
244,1150,4,5,16
244,276,5,4,39
244,100,4,5,18
244,508,4,4,24
244,126,4,4,26
244,151,5,4,24
244,13,4,4,33
244,458,3,2,26
244,455,2,4,98
244,924,4,2,47
244,1017,4,4,33
244,762,3,1,33
244,685,2,3,26
244,1012,2,2,28
244,117,2,2,28
244,596,4,2,37
244,1028,3,4,32
244,676,4,4,28
244,235,1,3,52
244,249,4,1,20
244,118,2,4,51
244,281,3,2,29
244,148,2,2,61
244,866,5,2,60
244,1132,4,5,1
244,764,5,2,1
244,105,2,4,39
244,196,5,3,83
244,58,3,5,22
244,173,4,3,20
244,209,4,4,27
244,97,2,4,29
244,1098,5,5,25
244,64,5,5,60
244,186,3,4,32
244,204,4,4,46
244,197,4,4,26
244,174,3,4,27
244,180,4,4,24
244,509,5,4,97
244,183,4,5,26
244,238,5,4,49
244,553,5,3,35
244,707,4,5,28
244,950,1,4,31
244,171,5,5,85
244,95,4,4,33
244,135,4,4,24
244,52,4,4,34
244,652,5,4,57
244,1048,4,3,34
244,410,4,4,26
244,673,3,5,33
244,200,5,3,31
244,71,4,2,56
244,51,2,4,49
244,468,1,3,24
244,162,4,1,46
244,710,3,5,41
244,1109,4,3,82
244,164,3,4,38
244,708,4,2,26
244,62,2,3,38
244,54,2,2,66
244,72,4,4,30
244,401,3,3,59
244,738,4,3,65
244,946,4,3,56
244,1039,4,4,25
244,716,3,4,71
244,66,4,3,42
244,88,4,4,1
244,167,3,4,169
244,833,3,3,25
244,581,4,3,25
244,1074,4,4,1
244,712,3,4,21
244,161,4,3,65
244,40,2,4,26
244,790,4,2,21
244,1118,4,4,50
244,451,4,4,25
244,380,4,4,21
244,1136,3,3,28
244,1209,3,3,153
244,232,4,3,71
244,554,3,2,34
244,67,4,4,32
244,1188,4,3,22
244,158,3,4,40
244,383,3,3,53
244,1057,4,3,35
244,1054,3,4,97
244,926,2,3,104
166,288,3,3,32
166,258,4,3,52
166,751,4,3,69
166,328,5,4,57
166,748,2,5,28
166,687,1,2,26
166,688,3,3,28
166,343,4,3,27
298,172,4,4,64
298,588,4,3,29
298,211,5,4,35
298,282,4,5,51
298,275,3,4,43
298,121,4,3,141
298,257,4,4,38
298,596,3,4,48
298,333,5,3,48
298,153,3,4,120
298,199,4,5,87
298,265,4,4,30
298,204,4,5,179
298,484,4,3,27
298,430,5,3,30
298,8,5,4,23
298,419,5,5,26
298,317,4,4,32
298,660,3,4,32
298,202,3,4,29
298,946,3,5,1
298,210,5,3,23
298,91,2,4,41
298,168,5,2,1
298,22,4,5,32
298,143,5,4,1
298,514,4,5,23
298,71,5,4,27
298,423,5,4,47
298,679,3,3,36
298,951,4,3,31
298,88,5,3,106
298,503,4,4,1
298,186,4,4,19
298,549,4,4,30
298,418,4,3,70
298,1142,4,5,166
298,845,3,3,133
298,864,3,4,15
298,866,3,3,18
298,473,3,3,22
298,546,3,3,74
115,696,4,5,101
115,741,3,4,81
115,922,3,3,187
115,93,3,5,80
115,762,4,5,70
115,596,1,4,155
115,471,2,3,66
115,847,4,2,53
115,284,2,4,58
115,952,5,2,96
115,117,4,5,11
115,174,5,2,62
115,496,1,5,66
115,79,4,5,70
115,11,4,4,75
115,654,5,5,61
115,657,3,5,79
115,684,3,5,1
115,466,5,3,69
115,443,4,4,64
115,229,3,2,70
115,470,2,5,1
115,127,5,2,66
115,69,1,5,65
115,1008,5,5,157
115,13,5,5,1
115,92,4,5,66
115,530,5,4,68
115,83,3,5,66
115,543,2,5,57
253,300,4,3,60
253,689,5,4,51
253,328,4,5,15
253,343,4,4,25
253,294,4,3,14
253,1025,3,4,49
253,237,4,4,109
253,15,4,4,17
253,125,3,4,14
253,127,5,3,27
253,298,3,4,14
253,1016,3,3,20
253,483,5,4,28
253,121,5,4,20
253,83,4,4,17
253,966,5,5,22
253,56,3,4,30
253,153,3,4,26
253,487,4,4,28
253,183,5,5,18
253,659,5,5,17
253,202,5,5,18
253,485,5,5,19
253,482,5,5,16
253,465,5,4,16
253,173,5,5,16
253,97,4,5,18
253,117,5,5,17
253,222,4,4,13
253,566,4,4,30
253,210,4,3,20
253,156,3,5,16
253,699,4,4,16
253,1404,3,3,21
253,4,4,4,19
253,192,1,2,1
305,272,3,3,57
305,269,4,2,31
305,311,5,3,23
305,258,4,3,93
305,749,2,4,47
305,748,3,3,36
305,315,5,1,21
305,338,3,5,84
305,181,4,5,35
305,298,4,2,28
305,249,3,4,24
305,1513,2,3,38
305,318,3,5,148
305,154,4,3,35
305,170,4,4,21
305,166,4,4,28
305,806,3,3,1
305,223,4,3,38
305,947,4,3,42
305,12,5,4,37
305,195,3,5,40
305,1015,1,3,62
305,427,5,5,22
305,713,4,5,25
305,153,3,4,38
305,187,4,5,36
305,171,5,5,48
305,45,5,5,38
305,91,2,3,28
305,845,3,5,32
305,61,4,3,43
305,961,3,5,34
305,215,2,3,24
305,52,2,2,42
305,462,5,1,19
305,216,5,4,38
305,48,5,4,28
305,238,3,1,26
305,100,3,5,31
305,71,3,2,36
305,317,4,3,29
305,86,4,4,44
305,1104,4,4,22
305,180,4,4,27
305,428,3,5,63
305,655,4,4,35
305,88,2,4,29
305,201,3,1,32
305,602,3,2,30
305,529,5,3,39
305,96,3,3,44
305,709,5,4,22
305,79,3,4,55
305,69,3,3,23
305,686,3,3,31
305,960,1,2,32
305,921,5,4,23
305,664,2,4,29
305,566,3,2,24
305,770,3,4,35
305,597,2,4,30
305,2,2,2,29
305,971,4,3,28
305,200,3,4,53
305,1286,5,4,26
305,793,5,5,25
305,660,4,3,22
305,403,2,4,58
305,451,3,2,25
305,1411,3,3,48
305,121,3,3,33
305,550,3,3,60
6,302,4,2,52
6,306,4,4,24
6,340,2,4,32
6,303,3,2,43
6,321,3,4,31
6,259,1,2,22
6,268,3,1,31
6,309,2,3,24
6,261,3,2,39
6,408,4,3,94
6,7,2,4,27
6,276,2,4,32
6,100,5,5,42
6,9,4,5,29
6,459,2,4,23
6,14,5,5,21
6,515,4,5,24
6,15,3,4,29
6,137,5,3,25
6,534,4,3,27
6,13,2,4,46
6,221,4,4,31
6,1,4,2,47
6,246,3,2,31
6,508,3,1,21
6,298,3,3,28
6,284,2,2,32
6,125,3,2,80
6,410,4,3,37
6,237,2,4,84
6,294,2,1,24
6,472,1,2,65
6,460,2,1,1
6,535,2,2,26
6,473,2,3,45
6,21,3,2,41
6,476,1,3,23
6,524,3,4,35
6,8,4,3,25
6,98,5,5,23
6,427,4,5,27
6,531,4,4,40
6,177,4,4,33
6,50,4,4,24
6,527,4,4,35
6,205,3,4,1
6,169,4,4,29
6,174,4,3,42
6,489,5,4,26
6,12,4,5,42
6,492,5,4,1
6,496,4,4,66
6,530,4,3,48
6,537,4,4,74
6,507,4,4,33
6,189,3,4,54
6,495,4,5,1
6,511,5,4,27
6,166,4,5,33
6,486,4,5,1
6,529,4,3,32
6,483,5,4,41
6,523,5,5,28
6,435,4,5,1
6,209,4,3,184
6,95,2,3,85
6,517,4,4,38
6,195,4,3,71
6,419,4,4,1
6,505,4,4,138
6,188,3,3,40
6,170,4,3,73
6,526,3,4,22
6,470,3,4,26
6,501,5,3,40
6,478,4,4,32
6,203,3,4,102
6,425,3,3,1
6,19,4,4,100
6,153,4,4,48
6,518,3,3,29
62,475,4,4,71
62,1129,5,4,80
62,276,5,5,122
62,50,5,4,34
62,508,4,3,1
62,744,3,4,27
62,275,4,4,21
62,125,4,3,22
62,845,3,4,36
62,181,4,3,35
62,249,2,5,24
62,222,5,2,1
62,283,4,3,35
62,1012,3,4,35
62,13,4,4,1
62,151,5,2,17
62,111,3,5,19
62,20,4,3,26
62,1,2,3,117
62,1128,2,3,18
62,14,4,2,20
62,1009,4,1,18
62,147,3,4,1
62,121,4,3,46
62,1134,2,4,20
62,742,2,2,29
62,1016,4,4,1
62,473,4,4,38
62,546,4,4,72
62,472,2,3,34
62,924,1,2,23
62,866,2,2,20
62,294,1,2,20
62,245,2,1,17
62,252,3,2,18
62,225,3,3,15
62,1132,2,3,117
62,21,3,2,39
62,931,1,3,62
62,98,4,1,21
62,114,4,4,25
62,191,5,4,27
62,188,3,4,25
62,318,5,4,21
62,134,4,3,31
62,97,2,5,1
62,8,5,2,25
62,498,4,4,27
62,209,4,4,1
62,195,5,4,111
62,180,4,3,24
62,69,4,4,31
62,76,4,4,30
62,955,4,4,27
62,44,3,4,70
62,71,4,4,21
62,190,5,4,25
62,521,5,4,20
62,173,5,4,26
62,1073,4,5,20
62,582,4,4,1
62,466,3,4,32
62,514,3,3,28
62,96,4,3,22
62,128,2,4,31
62,512,4,4,1
62,174,4,4,22
62,164,5,4,30
62,431,2,5,23
62,83,5,4,31
62,699,4,5,22
62,528,5,5,58
62,182,5,3,89
62,91,4,3,27
62,1131,3,4,51
62,959,4,3,22
62,921,2,4,18
62,213,4,2,36
62,605,3,2,41
62,815,3,4,27
62,82,4,3,23
62,710,3,4,39
62,739,2,3,1
62,704,2,2,23
62,1118,3,2,60
62,554,1,4,25
62,403,4,1,26
62,380,5,3,20
62,207,3,5,50
62,421,5,3,40
62,62,3,3,19
62,162,4,3,62
62,448,2,1,40
62,708,3,3,29
62,232,3,4,26
62,664,4,3,102
62,387,2,2,19
62,569,1,2,43
62,1107,1,1,1
62,712,4,2,19
62,949,4,4,32
62,53,2,4,60
62,217,2,4,55
62,774,1,2,96
62,541,3,2,52
62,1130,4,1,53
62,167,2,1,18
286,988,3,5,50
286,248,5,3,78
286,257,3,5,37
286,596,3,3,32
286,535,5,5,30
286,993,2,4,39
286,251,5,3,28
286,278,5,4,1
286,477,3,5,73
286,16,3,4,36
286,819,3,2,26
286,20,4,1,23
286,250,4,5,29
286,13,2,2,16
286,815,3,2,33
286,476,4,3,27
286,1047,1,2,18
286,290,3,1,46
286,280,4,3,25
286,1288,4,4,16
286,411,2,5,19
286,405,3,2,17
286,121,3,3,16
286,1202,3,3,19
286,824,1,3,15
286,930,2,1,40
286,1051,4,3,21
286,3,2,4,55
286,472,3,2,24
286,597,3,4,20
286,127,4,4,180
286,818,2,3,55
286,95,5,5,1
286,144,3,4,27
286,642,3,2,29
286,367,5,4,37
286,629,5,4,87
286,209,4,5,30
286,1039,5,4,39
286,171,4,4,31
286,183,4,1,34
286,4,5,4,35
286,204,3,4,42
286,208,4,2,1
286,83,5,4,33
286,1035,3,3,1
286,588,5,3,37
286,44,3,5,42
286,202,4,3,31
286,792,3,5,26
286,428,5,3,73
286,721,3,5,26
286,423,4,3,56
286,737,4,5,34
286,175,5,4,51
286,1101,5,5,32
286,709,4,5,33
286,781,4,4,29
286,22,4,4,112
286,461,2,4,41
286,77,3,5,36
286,746,4,3,57
286,512,2,4,43
286,636,3,4,84
286,189,3,4,72
286,217,3,2,28
286,158,3,3,25
286,53,2,3,34
286,196,4,2,37
286,66,4,5,43
286,155,4,3,54
286,856,2,4,58
286,379,5,3,47
286,747,4,5,25
286,72,4,5,32
286,559,4,3,27
286,1113,3,4,26
286,1133,4,3,30
286,402,3,4,79
286,569,4,3,97
286,396,4,4,101
286,184,3,4,25
286,800,5,3,22
286,821,4,5,22
286,195,4,4,68
286,34,5,2,83
286,394,5,4,70
286,142,4,5,22
286,40,4,4,31
286,1504,4,4,44
286,386,3,5,72
286,552,3,4,58
286,771,2,3,47
286,1230,1,2,38
286,790,1,1,51
286,1182,2,5,80
286,41,2,2,35
286,401,1,2,21
286,577,2,2,1
286,969,5,3,70
286,340,4,5,26
286,211,4,1,129
286,345,4,5,39
286,312,4,4,78
286,749,3,4,31
286,316,5,3,61
286,348,4,5,41
286,325,1,4,74
286,537,4,1,149
286,1375,5,4,43
286,172,4,5,104
286,228,3,4,27
286,214,1,3,29
286,215,3,3,25
286,710,4,3,42
286,465,5,2,26
286,655,3,5,48
286,421,1,5,26
286,419,5,1,142
286,229,1,3,70
286,455,1,1,87
286,728,3,3,139
286,1074,4,3,172
286,768,3,4,56
286,1060,5,3,21
286,139,3,1,23
286,934,3,3,95
200,325,5,4,75
200,276,5,3,176
200,410,3,4,71
200,25,4,3,30
200,117,5,4,34
200,225,4,5,31
200,148,4,4,41
200,924,5,5,28
200,756,3,4,42
200,840,4,4,32
200,826,4,4,31
200,760,4,4,169
200,930,3,3,37
200,411,3,3,34
200,929,4,3,57
200,288,5,5,40
200,323,3,4,20
200,984,3,3,23
200,9,4,3,146
200,358,5,4,139
200,758,3,5,149
200,409,2,2,61
200,123,4,2,137
200,282,4,4,177
200,280,4,3,53
200,472,4,4,92
200,107,3,4,132
200,1028,2,2,111
200,265,5,2,196
200,135,4,5,28
200,174,5,5,26
200,318,5,4,32
200,79,5,5,1
200,183,5,5,55
200,69,5,4,28
200,56,4,5,36
200,95,5,5,46
200,48,2,5,23
200,495,3,4,63
200,188,4,4,48
200,660,3,4,49
200,419,4,4,23
200,423,5,4,43
200,378,5,5,26
200,215,4,4,45
200,234,4,4,35
200,96,5,5,28
200,609,3,4,47
200,443,5,3,11
200,501,4,5,36
200,584,4,4,38
200,509,4,4,35
200,176,5,3,25
200,177,4,4,29
200,385,5,4,40
200,755,5,5,33
200,582,4,5,53
200,43,3,3,32
200,420,5,4,23
200,54,4,5,83
200,365,5,4,42
200,951,5,4,52
200,94,4,4,32
200,401,2,4,39
200,580,2,4,29
200,62,5,4,32
200,1411,3,5,143
200,674,4,3,59
200,1139,3,4,69
